project,date,tag,num_source,num_dirs,num_files
dhcp,2020-01-21,v4_4_2_f1,108,33,750
dhcp,2020-01-20,v4_1_esv_r16,130,28,319
dhcp,2020-01-17,v4_4_2,108,33,750
dhcp,2019-12-17,v4_1_esv_r16b1_f1,130,27,315
dhcp,2019-12-17,v4_4_2b1_f2,108,32,745
dhcp,2019-12-12,v4_4_2b1_f1,108,32,745
dhcp,2019-12-11,v4_1_esv_r16b1,130,27,315
dhcp,2019-12-11,v4_4_2b1,108,32,745
dhcp,2018-02-21,v4_4_1_f1,108,27,318
dhcp,2018-02-20,v4_3_6_p1_f1,108,27,302
dhcp,2018-02-20,v4_4_1,108,27,318
dhcp,2018-02-16,v4_3_6_p1_f0,108,27,302
dhcp,2018-02-16,v4_1_esv_r15_p1_f0,130,27,315
dhcp,2018-01-29,v4_4_0_f1,108,27,317
dhcp,2018-01-26,v4_4_0,108,27,316
dhcp,2018-01-05,v4_4_0b1_f1,108,27,313
dhcp,2017-07-25,v4_1_esv_r15,130,27,314
dhcp,2017-07-25,v4_3_6,108,27,301
dhcp,2017-07-05,v4_1_esv_r15b1,130,27,314
dhcp,2017-07-05,v4_3_6b1,108,27,301
dhcp,2016-09-27,v4_3_5,123,28,319
dhcp,2016-09-27,v4_1_esv_r14,130,27,314
dhcp,2016-08-26,v4_1_esv_r14b1,130,27,314
dhcp,2016-08-26,v4_3_5b1,123,28,319
dhcp,2016-03-22,v4_1_esv_r13,130,27,314
dhcp,2016-03-22,v4_3_4,123,28,319
dhcp,2016-03-08,v4_1_esv_r13b1,130,27,314
dhcp,2016-03-07,v4_3_4b1,123,28,319
dhcp,2015-12-17,v4_1_esv_r12_p1,130,27,314
dhcp,2015-12-17,v4_3_3_p1,123,28,316
dhcp,2015-08-26,v4_3_3,123,28,316
dhcp,2015-08-26,v4_1_esv_r12,130,27,314
dhcp,2015-07-31,v4_1_esv_r12b1,130,27,314
dhcp,2015-07-30,v4_3_3b1,123,28,316
dhcp,2015-03-02,v4_2_8,129,28,315
dhcp,2015-02-26,v4_3_2,129,29,326
dhcp,2015-02-26,v4_1_esv_r11,130,27,314
dhcp,2015-02-23,v4_2_8_rc2,129,28,315
dhcp,2015-02-23,v4_1_esv_r11rc2,130,27,314
dhcp,2015-02-23,v4_3_2rc2,129,29,326
dhcp,2015-02-17,v4_2_8rc1,129,28,315
dhcp,2015-02-16,v4_1_esv_r11rc1,130,27,314
dhcp,2015-02-16,v4_3_2rc1,129,29,326
dhcp,2015-01-29,v4_2_8b1,129,28,314
dhcp,2015-01-29,v4_3_2b1,129,29,325
dhcp,2015-01-29,v4_1_esv_r11b1,130,27,313
dhcp,2015-01-08,v4_3_2.pre-beta,129,29,325
dhcp,2014-08-06,v4_1_esv_r10,130,27,312
dhcp,2014-08-06,v4_2_7,129,28,313
dhcp,2014-08-06,v4_3_1,129,29,324
dhcp,2014-07-28,v4_1_esv_r10rc1,130,27,312
dhcp,2014-07-28,v4_2_7rc1,129,28,313
dhcp,2014-07-28,v4_3_1rc1,129,29,324
dhcp,2014-07-02,v4_1_esv_r10b1,130,27,312
dhcp,2014-07-02,v4_2_7b1,129,28,313
dhcp,2014-07-02,v4_3_1b1,129,29,324
dhcp,2014-01-31,v4_1_esv_r9,130,27,312
dhcp,2014-01-31,v4_2_6,129,28,313
dhcp,2014-01-31,v4_3_0,129,28,315
dhcp,2014-01-27,v4_2_6rc1,129,28,313
dhcp,2014-01-28,v4_1_esv_r9rc1,130,27,312
dhcp,2014-01-26,v4_3_0rc1,129,28,315
dhcp,2014-01-21,v4_2_6b1,129,28,313
dhcp,2014-01-21,v4_1_esv_r9b1,130,27,312
dhcp,2014-01-16,v4_3_0b1,129,28,315
dhcp,2013-12-13,v4_3_0a1,129,28,315
dhcp,2013-03-14,v4_2_5_P1,129,28,305
dhcp,2013-01-03,v4_2_5,129,28,305
dhcp,2013-01-02,v4_1_esv_r8,130,27,304
dhcp,2012-12-14,v4_2_5rc1,129,28,305
dhcp,2012-12-13,v4_1_esv_r8rc1,130,27,304
dhcp,2012-12-05,v4_1_esv_r8b1,130,27,304
dhcp,2012-12-05,v4_2_5b1,129,28,305
dhcp,2012-08-28,v4_2_4_p2,129,26,287
dhcp,2012-08-23,v4_1_esv_r7,130,27,303
dhcp,2012-07-12,v4_1_esv_r6,130,25,286
dhcp,2012-07-12,v4_2_4_p1,129,26,287
dhcp,2012-05-24,v4_1_esv_r5,130,25,286
dhcp,2012-05-24,v4_2_4,129,26,287
dhcp,2012-05-17,v4_2_4rc2,129,26,287
dhcp,2012-05-17,v4_1_esv_r5rc2,130,25,286
dhcp,2012-04-18,v4_2_4rc1,129,26,287
dhcp,2012-04-18,v4_1_esv_r5rc1,130,25,286
dhcp,2012-04-11,v4_1_esv_r5b1,130,25,286
dhcp,2012-04-11,v4_2_4b1,129,26,287
dhcp,2012-02-23,v4_1_esv_R4_Oracle,130,25,286
dhcp,2011-12-31,v4_2_3_P2,129,26,287
dhcp,2011-11-28,v4_2_3_P1,129,26,287
dhcp,2011-11-28,v4_1_esv_r4,130,25,286
dhcp,2011-10-14,v4_2_3,129,26,287
dhcp,2011-10-05,v4_2_3rc1,129,26,287
dhcp,2011-07-20,v4_2_2,129,26,287
dhcp,2011-07-20,v4_1_esv_r3,130,25,286
dhcp,2011-07-19,v3_1_esv_r3,130,22,218
dhcp,2011-07-08,v4_2_2rc1,129,26,287
dhcp,2011-06-27,v4_1_esv_r3b1,130,25,286
dhcp,2011-06-27,v4_2_2b1,129,26,287
dhcp,2011-03-25,v4_1_esv_r2,130,25,286
dhcp,2011-03-24,v3_1_esv_r2,130,22,218
dhcp,2011-03-24,v4_2_1_P1,129,26,287
dhcp,2011-02-25,v4_2_1,129,26,287
dhcp,2011-02-18,v4_2_1rc1,129,26,287
dhcp,2011-01-21,v4_2_1b1,129,26,287
dhcp,2011-01-20,v4_1_esv_r1,130,25,286
dhcp,2011-01-20,v4_1_2_P1,130,25,286
dhcp,2010-12-09,v4_2_0_p2,129,26,287
dhcp,2010-12-03,v4_1_esv_r0,130,25,286
dhcp,2010-11-02,v4_0_3,130,24,282
dhcp,2010-11-02,v4_2_0_P1,129,26,287
dhcp,2010-11-02,v4_1_2,130,25,286
dhcp,2010-10-19,v4_0_3rc1,130,24,282
dhcp,2010-10-15,v4_1_2rc1,130,25,286
dhcp,2010-10-07,v4_0_3b1,130,24,282
dhcp,2010-10-06,v4_1_2b1,130,25,286
dhcp,2010-07-10,v4_2_0,129,26,287
dhcp,2010-06-25,v4_2_0rc1,129,26,287
dhcp,2010-06-03,v4_2_0b2,129,26,287
dhcp,2010-05-17,v4_0_2_P1,130,24,282
dhcp,2010-05-17,v4_1_1_P1,130,25,286
dhcp,2010-03-30,v4_2_0b1,129,26,287
dhcp,2010-03-20,v3_1_ESV,130,22,218
dhcp,2010-02-17,v4_2_0a2,129,25,281
dhcp,2010-01-19,v4_0_2,130,24,282
dhcp,2010-01-08,v4_1_1,130,25,286
dhcp,2009-12-21,v4_0_2rc1,130,24,282
dhcp,2009-12-02,v4_2_0a1,130,25,282
dhcp,2009-11-06,v4_1_1rc1,130,25,286
dhcp,2009-10-19,v4_0_2b3,130,24,282
dhcp,2009-10-13,v4_1_1b3,130,25,286
dhcp,2009-10-05,v3_1_3,130,22,218
dhcp,2009-09-17,v3_1_3rc1,130,22,218
dhcp,2009-09-01,v3_1_3b1,130,22,218
dhcp,2009-08-06,v4_0_2b2,130,24,282
dhcp,2009-07-24,v4_1_1b2,130,25,286
dhcp,2009-06-22,v3_1_2p1,130,22,218
dhcp,2009-06-22,v4_0_1p1,130,24,282
dhcp,2009-06-22,v4_1_0p1,130,25,286
dhcp,2009-04-30,v4_0_2b1,130,24,282
dhcp,2009-03-25,v4_1_1b1,130,25,286
dhcp,2008-12-24,v4_0_1,130,24,282
dhcp,2008-12-23,v3_1_2,130,22,218
dhcp,2008-12-08,v4_1_0,130,25,286
dhcp,2008-12-02,v3_1_2rc1,130,22,218
dhcp,2008-12-02,v4_0_1rc1,130,24,282
dhcp,2008-11-19,v4_1_0rc1,130,25,286
dhcp,2008-11-03,v4_1_0b1,130,25,285
dhcp,2008-10-28,v4_0_1b1,130,24,282
dhcp,2008-10-12,v3_1_2b1,130,22,218
dhcp,2008-08-29,v4_1_0a2,130,24,282
dhcp,2008-05-14,v3_0_7,130,22,221
dhcp,2008-05-13,v3_1_1,130,22,218
dhcp,2008-04-22,v3_0_7rc1,130,22,221
dhcp,2008-04-17,v3_1_1rc2,130,22,218
dhcp,2008-03-24,v3_1_1rc1,130,22,218
dhcp,2008-03-18,v3_0_7b1,130,22,221
dhcp,2008-02-25,v3_1_1b1,130,22,218
dhcp,2008-02-05,v3_1_0_PBSG0,130,22,218
dhcp,2008-01-28,v4_1_0a1,130,24,282
dhcp,2007-12-14,v4_0_0,130,24,282
dhcp,2007-12-11,v4_0_0rc1,130,24,282
dhcp,2007-11-14,v4_0_0b3,130,23,267
dhcp,2007-10-24,v4_0_0b2,130,23,267
dhcp,2007-10-05,v4_0_0b1,130,23,267
dhcp,2007-09-13,v3_0_4_PBSG1,130,22,221
dhcp,2007-09-12,v4_0_0a3,130,23,267
dhcp,2007-07-13,v3_1_0,130,22,218
dhcp,2007-07-10,v4_0_0a2,130,23,267
dhcp,2007-07-02,v3_1_0rc2,130,22,218
dhcp,2007-06-28,v3_0_6,130,22,221
dhcp,2007-06-11,v3_0_6rc2,130,22,221
dhcp,2007-05-31,v3_0_6rc1,130,22,221
dhcp,2007-05-24,v3_1_0b2,130,22,218
dhcp,2007-05-19,v4_0_0a1,130,23,265
dhcp,2007-05-04,v3_0_6b1,130,22,221
dhcp,2007-04-13,v4_0_0_2007041300,130,23,250
dhcp,2007-02-16,v3_1_0b1,130,22,217
dhcp,2007-01-11,v3_1_0a3,130,22,217
dhcp,2006-11-15,v3_1_0a2,130,22,217
dhcp,2006-10-26,v3_0_5,130,22,221
dhcp,2006-10-26,dhcp-4_0_0s20061026-0,130,23,252
dhcp,2006-10-03,v3_0_5rc3,130,22,221
dhcp,2006-09-22,v3_0_4_PBSG0,130,22,221
dhcp,2006-08-29,v3_1_0a1,130,22,217
dhcp,2006-08-24,v3_0_5rc2,130,22,221
dhcp,2006-08-09,DHCPv6_socket_pre_parsing,130,22,221
dhcp,2006-08-08,v3_0_5rc1,130,22,221
dhcp,2006-07-25,DHCPv6_socket_base,130,22,221
dhcp,2006-07-22,DHCPv6_parsing_base,130,22,221
dhcp,2006-07-20,v3_0_5b1,130,22,221
dhcp,2006-04-27,V3-0-4,130,22,221
dhcp,2006-03-09,V3-0-4RC1,130,22,221
dhcp,2006-02-22,V3-0-4-BETA-3,130,22,221
dhcp,2005-12-13,V3-0-3-PBSG0,130,22,221
dhcp,2005-11-03,V3-0-4-BETA-2,130,22,221
dhcp,2005-10-14,V3-0-4-BETA-1,130,22,221
dhcp,2005-07-22,SUPPORT-UCSC-V3-0-3_base,130,22,221
dhcp,2005-07-07,HEAD-MERGE-V3-0-3RC1,130,22,221
dhcp,2005-06-16,V3-0-3RC1,130,22,221
dhcp,2005-05-24,V3-0-3-BETA-3,130,22,221
dhcp,2005-05-02,V3-0-3-BETA-2,130,22,221
dhcp,2005-04-01,HEAD-MERGE-V3-0-3RC1_base,130,22,221
dhcp,2005-03-17,HEAD-MERGE-V3-0-3B1,130,22,221
dhcp,2005-03-03,V3-0-3-BETA-1,130,22,221
dhcp,2005-02-17,V3-0-2-PBSG0,130,22,220
dhcp,2005-02-15,V3-0-2,130,22,220
dhcp,2004-12-04,V3-0-2RC3,130,22,220
dhcp,2004-11-05,V3-0-2RC2,130,22,220
dhcp,2004-10-12,V3-0-2RC1,130,22,220
dhcp,2004-10-05,V3-0-2-BETA-1,130,22,220
dhcp,2004-07-14,V3-0-1,131,22,220
dhcp,2004-06-17,V3-0-1RC14,131,22,220
dhcp,2004-02-04,V3-0-1RC13,130,22,219
dhcp,2003-07-26,V3-0-1RC12,130,22,221
dhcp,2003-01-14,V3-0-1RC11,130,22,220
dhcp,2003-01-14,V3-0-0-PATCH-2,131,20,224
dhcp,2002-11-07,V3-0-1RC10,130,21,218
dhcp,2002-04-30,V3-0-1RC9,130,20,212
dhcp,2002-04-30,V3-0-0-PATCH-1,131,20,224
dhcp,2002-02-21,V3-0-1RC8,130,20,212
dhcp,2002-02-20,V3-0-1RC7,130,20,212
dhcp,2002-01-17,V3-0-1RC6,130,20,212
dhcp,2002-01-14,V3-0-1RC5,130,20,212
dhcp,2001-11-06,V3-0-1RC4,130,20,212
dhcp,2001-10-30,V3-0-1RC2,130,20,223
dhcp,2001-10-17,V3-0-1RC1,130,20,223
dhcp,2001-10-05,V3,131,20,224
dhcp,2001-08-23,V3-RC12,131,20,225
dhcp,2001-08-14,V3-RC11,131,20,225
dhcp,2001-06-29,V3-RC10,131,20,225
dhcp,2001-06-29,V3-RC9,131,20,225
dhcp,2001-06-26,V3-RC8-PATCH-2,131,20,225
dhcp,2001-06-22,V3-RC8-PATCH-1,131,20,225
dhcp,2001-06-05,V3-RC8,131,20,225
dhcp,2001-05-17,V3-RC7,131,20,224
dhcp,2001-05-12,V3-RC6,131,20,224
dhcp,2001-05-10,V3-RC5,131,20,224
dhcp,2001-04-30,V3_RC4,132,20,224
dhcp,2001-04-27,V3-RC3,132,20,224
dhcp,2001-04-24,V3-RC2-PATCH-1,132,20,224
dhcp,2001-04-20,V3-RC2,132,18,221
dhcp,2001-04-18,V3-RC1-PATCH-1,132,18,220
dhcp,2001-04-17,V3-RC1,132,18,220
dhcp,2001-04-06,V3-BETA-2-PATCH-24,132,18,220
dhcp,2001-03-22,V3-BETA-2-PATCH-23,132,18,220
dhcp,2001-03-20,V3-BETA-2-PATCH-22,132,18,220
dhcp,2001-03-20,V3-BETA-2-PATCH-21,132,18,220
dhcp,2001-03-17,V3-BETA-2-PATCH-20,132,18,220
dhcp,2001-03-16,V3-BETA-2-PATCH-19,132,18,220
dhcp,2001-02-22,V3-BETA-2-PATCH-18,132,18,220
dhcp,2001-01-26,V3-BETA-2-PATCH-16,132,17,213
dhcp,2001-01-25,V3-BETA-2-PATCH-15,132,17,213
dhcp,2001-01-19,V3-BETA-2-PATCH-14,132,17,213
dhcp,2001-01-17,V3-BETA-2-PATCH-13,132,17,213
dhcp,2001-01-17,V3-BETA-2-PATCH-12,132,17,213
dhcp,2000-11-30,V3-BETA-2-PATCH-11,131,17,211
dhcp,2000-11-29,V3-BETA-2-PATCH-10,131,17,211
dhcp,2000-11-28,V3-BETA-1-PATCH-11,136,17,227
dhcp,2000-10-15,V3-BETA-2-PATCH-9,131,17,211
dhcp,2000-10-14,V3-BETA-2-PATCH-8,131,17,211
dhcp,2000-10-13,V3-BETA-2-PATCH-7,131,17,211
dhcp,2000-09-29,V3-BETA-2-PATCH-6,131,17,211
dhcp,2000-09-20,V3-BETA-2-PATCH-5,131,17,213
dhcp,2000-09-14,V3-BETA-2-PATCH-4,132,17,213
dhcp,2000-09-08,V3-BETA-2-PATCH-3,132,17,213
dhcp,2000-09-06,V2-0-5,112,10,105
dhcp,2000-09-04,V3-BETA-2-PATCH-2,132,17,213
dhcp,2000-09-02,V3-BETA-2-PATCH-1,132,17,213
dhcp,2000-08-03,V2-0-4,112,10,105
dhcp,2000-07-20,V2-0-3,112,10,105
dhcp,2000-07-20,V3-BETA-1-PATCH-17,114,11,134
dhcp,2000-07-04,V3-BETA-1-PATCH-16,114,11,134
dhcp,2000-07-01,V3-BETA-1-PATCH-15,114,11,134
dhcp,2000-06-30,V2-0-2,112,10,105
dhcp,2000-06-24,V3-BETA-1-PATCH-14,114,11,134
dhcp,2000-06-24,V2-0-1,112,10,105
dhcp,2000-02-02,V3-BETA-1-PATCH-13,114,11,134
dhcp,1999-11-24,BCTEL_SPECIAL_19991124,115,15,171
dhcp,1999-11-13,V3-BETA-1-PATCH-12,114,11,134
dhcp,1999-11-04,V3-BETA-1-PATCH-10,114,11,134
dhcp,1999-10-28,V3-BETA-1-PATCH-8,114,11,134
dhcp,1999-10-28,V3-BETA-1-PATCH-7,114,11,134
dhcp,1999-10-27,V3-BETA-1-PATCH-6,114,11,135
dhcp,1999-10-26,V3-BETA-1-PATCH-5,114,11,135
dhcp,1999-10-25,V3-BETA-1-PATCH-4,114,10,132
dhcp,1999-10-25,V3-BETA-1-PATCH-3,114,10,132
dhcp,1999-10-07,V3-BETA-1-PATCH-2,114,10,130
dhcp,1999-10-07,V3-BETA-1-PATCH-1,114,10,130
dhcp,1999-07-07,V3-0-1RC3,108,0,3
dhcp,1999-07-07,V3-BETA-1-PATCH-0,114,10,129
dhcp,1999-06-22,V2-0-0,112,10,105
dhcp,1999-06-10,V2-BETA-1-PATCH-29,112,10,106
dhcp,1999-06-10,V3-ALPHA-19990608,113,10,126
dhcp,1999-05-28,V3-ALPHA-19990527,113,10,126
dhcp,1999-05-27,V2-BETA-1-PATCH-28,112,10,106
dhcp,1999-05-07,V3-ALPHA-19990507,113,10,124
dhcp,1999-05-06,V3-ALPHA-19990506,113,10,123
dhcp,1999-04-25,V3-ALPHA-19990424,113,10,123
dhcp,1999-04-24,V2-BETA-1-PATCH-27,112,10,103
dhcp,1999-04-24,V3-ALPHA-19990423,113,10,123
dhcp,1999-04-12,V2-BETA-1-PATCH-26,112,10,103
dhcp,1999-04-12,V3-ALPHA-19990412,113,10,123
dhcp,1999-04-09,V2-BETA-1-PATCH-25,112,10,103
dhcp,1999-04-08,V2-BETA-1-PATCH-24,112,10,103
dhcp,1999-04-08,V3-ALPHA-19990408,113,10,123
dhcp,1999-03-30,V2-BETA-1-PATCH-23,112,10,102
dhcp,1999-03-30,V3-ALPHA-19990330,113,10,123
dhcp,1999-03-30,V2-BETA-1-PATCH-22,112,10,102
dhcp,1999-03-30,V2-BETA-1-PATCH-21,112,10,102
dhcp,1999-03-29,V2-BETA-1-PATCH-20,112,10,102
dhcp,1999-03-29,V3-ALPHA-19990329A,113,10,123
dhcp,1999-03-29,V3-ALPHA-19990329,113,10,123
dhcp,1999-03-26,V3-ALPHA-19990326,113,10,123
dhcp,1999-03-26,V2-BETA-1-PATCH-19,112,10,102
dhcp,1999-03-16,V3-ALPHA-19990315,113,10,121
dhcp,1999-03-05,V2-BETA-1-PATCH-18,112,10,101
dhcp,1999-02-27,V2-BETA-1-PATCH-17,112,10,101
dhcp,1999-02-24,V2-BETA-1-PATCH-16,112,10,101
dhcp,1999-02-23,V2-BETA-1-PATCH-15,112,10,101
dhcp,1999-02-19,V2-BETA-1-PATCH-14,112,10,101
dhcp,1999-02-16,V2-BETA-1-PATCH-13,112,10,101
dhcp,1999-02-13,V2-BETA-1-PATCH-12,112,10,101
dhcp,1999-02-09,V2-BETA-1-PATCH-11,112,10,101
dhcp,1999-02-05,V2-BETA-1-PATCH-10,112,10,101
dhcp,1999-02-03,V2-BETA-1-PATCH-9,112,10,101
dhcp,1998-12-23,V2-BETA-1-PATCH-8,114,13,107
dhcp,1998-12-22,V2-BETA-1-PATCH-7,114,13,107
dhcp,1998-11-11,carrel-2,117,13,124
dhcp,1998-06-26,V2-BETA-1-PATCHLEVEL-6,112,10,100
dhcp,1998-06-26,V2-BETA-1-PATCH-5,112,10,100
